Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30.0,No,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775.0,11934,1,No,13,3,4,2,11,2,3,10,8,1,9
31.0,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,8943.0,14034,1,No,24,4,1,1,10,2,3,10,9,8,9
39.0,No,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,19272.0,21141,1,No,15,3,1,1,21,2,3,21,9,13,3
39.0,Yes,Travel_Rarely,1162,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,5238.0,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0
33.0,No,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682.0,4317,3,No,14,3,3,0,9,6,2,7,7,0,1
47.0,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,18300.0,16375,4,No,11,3,2,1,21,2,3,3,2,1,1
43.0,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257.0,6227,1,No,11,3,2,1,9,3,4,9,7,0,0
32.5,No,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349.0,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4
54.0,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,4869.0,16885,3,No,12,3,4,0,20,4,2,4,3,0,3
43.0,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9985.0,9262,8,No,16,3,1,1,10,1,2,1,0,0,0
45.0,No,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697.0,9278,9,No,14,3,1,2,12,3,3,10,9,9,8
40.0,No,Travel_Rarely,1124,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,7457.0,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2
29.0,Yes,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,3195.5,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7
29.0,No,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983.0,7621,0,No,17,3,3,0,4,2,3,3,2,2,2
33.0,No,Travel_Rarely,570,Sales,5,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,6118.0,5431,1,No,13,3,3,3,10,2,3,10,9,1,2
27.0,No,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,6214.0,3415,1,No,18,3,1,1,8,3,3,8,7,0,7
37.0,No,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347.0,23177,7,No,16,3,3,2,8,2,2,6,2,0,4
38.0,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510.0,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9
31.0,No,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143.0,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10
29.0,No,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268.0,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7
35.0,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,8095.0,18264,0,No,13,3,4,0,17,5,3,16,6,0,13
23.0,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904.0,16092,1,No,12,3,3,2,4,2,2,4,2,0,2
41.0,,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032.0,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2
47.0,,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976.0,25751,3,No,19,3,1,0,5,3,3,0,0,0,0
42.0,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992.0,15901,2,No,14,3,2,0,16,2,3,1,0,0,0
29.0,No,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649.0,16928,1,No,14,3,1,1,4,3,2,4,3,0,2
42.0,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696.0,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0
32.0,No,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,2370.0,3956,1,No,13,3,3,1,8,4,3,8,0,0,7
48.0,No,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,12504.0,23978,3,No,21,4,2,1,15,3,1,0,0,0,0
37.0,No,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974.0,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7
30.0,No,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736.0,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2
26.0,,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296.0,20156,1,No,17,3,2,1,8,3,3,8,7,7,7
42.0,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,6781.0,17078,3,No,23,4,2,0,14,6,3,1,0,0,0
31.0,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174.0,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2
36.0,,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,6653.0,15276,4,No,15,3,2,0,7,6,3,1,0,0,0
36.0,No,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699.0,7246,4,No,11,3,1,1,16,2,3,13,9,1,12
57.0,No,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755.0,2967,2,No,11,3,3,0,15,2,3,3,2,1,2
40.0,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213.0,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7
21.0,No,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610.0,2851,1,No,24,4,3,0,3,3,2,3,2,2,2
33.0,Yes,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851.0,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0
37.0,No,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452.0,17663,6,No,20,4,2,1,17,3,3,5,4,0,3
46.0,,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258.0,16044,2,No,14,3,3,0,7,2,4,1,0,0,0
41.0,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355.0,9558,1,No,18,3,3,0,8,5,3,8,7,7,7
50.0,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496.0,2755,6,No,15,3,4,0,20,2,3,4,3,1,3
40.0,Yes,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380.0,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0
31.0,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657.0,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2
21.0,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716.0,25422,1,No,15,3,4,0,1,0,3,1,0,0,0
29.0,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201.0,18168,9,No,16,3,4,0,6,4,3,3,2,1,2
35.0,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540.0,19394,9,No,19,3,3,0,10,5,3,1,1,0,0
27.0,No,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816.0,17881,1,No,11,3,2,1,5,2,3,5,2,0,4
28.0,,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253.0,20750,1,No,16,3,4,0,7,1,3,7,5,0,7
49.0,No,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965.0,12066,8,No,24,4,3,0,26,2,3,5,2,0,0
51.0,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936.0,14862,4,No,11,3,3,1,18,2,2,7,7,0,7
36.0,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543.0,11868,4,No,13,3,2,1,6,3,3,2,2,2,2
34.0,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304.0,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4
55.0,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659.0,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2
24.0,No,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260.0,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3
30.0,No,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476.0,17434,1,No,18,3,1,1,1,3,3,1,0,0,0
26.0,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102.0,6582,0,No,22,4,3,0,7,2,3,6,4,0,4
22.0,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244.0,24440,1,No,13,3,4,1,2,1,3,2,1,1,2
36.0,No,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596.0,3809,1,No,13,3,2,2,10,2,3,10,9,9,0
30.0,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285.0,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0
36.0,,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034.0,26914,1,No,12,3,3,1,18,2,2,18,7,12,17
40.0,No,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715.0,22553,7,No,12,3,3,2,8,5,3,5,4,1,3
42.0,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576.0,20490,3,No,16,3,2,1,8,5,3,5,2,1,2
37.0,,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,5963.0,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1
43.0,,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336.0,4345,1,No,11,3,3,1,25,3,3,25,10,3,9
40.0,No,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448.0,13436,6,No,22,4,2,1,20,3,3,1,0,0,0
54.0,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406.0,8509,4,No,11,3,3,1,24,4,2,4,2,1,2
34.0,No,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538.0,12740,9,No,15,3,1,1,6,3,3,3,2,1,2
31.0,No,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306.0,4156,1,No,12,3,2,1,13,5,1,13,10,3,12
43.0,No,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258.0,15238,7,No,20,4,1,1,8,1,3,3,2,1,2
43.0,No,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522.0,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2
25.0,No,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487.0,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3
37.0,No,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449.0,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7
31.0,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218.0,16193,1,No,12,3,3,1,4,3,3,4,2,3,2
39.0,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197.0,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6
56.0,No,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13320.0,18256,9,No,11,3,4,3,36,0,2,7,7,7,7
30.0,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577.0,19558,0,No,11,3,2,0,6,6,3,5,4,4,4
41.0,No,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392.0,19566,1,No,16,3,3,1,10,2,3,10,7,0,7
28.0,No,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558.0,13535,1,No,12,3,4,1,10,2,3,10,0,1,8
25.0,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031.0,9396,5,No,13,3,3,1,6,5,3,2,2,0,2
52.0,No,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969.0,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4
45.0,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654.0,9655,3,No,21,4,4,2,8,3,2,2,2,0,2
52.0,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555.0,10310,2,No,13,3,4,0,31,2,1,5,2,1,4
42.0,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556.0,12932,2,No,11,3,2,1,19,3,3,5,4,0,2
30.0,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091.0,24793,2,No,20,4,3,0,11,2,3,5,4,0,2
60.0,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566.0,3854,5,No,11,3,4,0,33,5,1,29,8,11,10
46.0,No,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810.0,26314,2,No,14,3,3,1,19,5,2,10,7,0,8
42.0,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523.0,4386,0,No,11,3,4,3,7,4,4,6,5,0,4
24.0,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202.0,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4
34.0,Yes,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351.0,12253,0,No,16,3,4,1,3,3,2,2,2,1,0
28.0,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,2306.0,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0
40.0,,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041.0,13022,0,No,14,3,4,0,21,2,3,20,15,1,12
26.0,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886.0,3032,1,No,22,4,2,2,3,3,1,3,2,0,2
30.0,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097.0,16734,4,No,15,3,3,1,9,3,1,5,3,1,4
29.0,,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935.0,21526,1,No,18,3,3,0,10,2,3,10,2,0,7
29.0,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546.0,18300,5,No,16,3,2,0,6,2,4,2,2,1,1
27.0,,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564.0,18437,1,No,12,3,3,0,1,3,4,1,0,0,0
30.0,No,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412.0,2890,0,No,11,3,3,0,10,3,3,9,8,7,8
57.0,No,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118.0,22102,3,No,12,3,3,1,32,3,2,1,0,0,0
50.0,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046.0,9314,0,No,15,3,2,1,28,2,3,27,10,15,7
30.0,No,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564.0,7181,0,No,14,3,3,0,12,2,2,11,7,6,7
60.0,No,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266.0,2845,4,No,19,3,4,0,22,5,4,18,13,13,11
47.0,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070.0,7389,5,No,13,3,3,3,20,2,3,5,0,0,4
46.0,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861.0,2288,6,No,13,3,3,0,26,2,1,3,2,0,1
35.0,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230.0,19225,0,No,15,3,3,0,6,2,3,5,4,4,3
54.0,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780.0,23428,7,No,11,3,3,0,19,3,3,1,0,0,0
34.0,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768.0,8416,3,No,12,3,3,1,14,3,3,7,3,5,7
46.0,No,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071.0,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2
31.0,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648.0,14394,1,No,25,4,4,1,13,6,4,13,8,0,8
33.0,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610.0,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7
33.0,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408.0,6705,7,No,13,3,1,3,8,2,3,4,3,1,3
30.0,,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983.0,18398,0,No,14,3,1,0,4,3,3,3,2,1,2
35.0,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632.0,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0
31.0,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824.0,22908,3,No,12,3,1,0,12,2,3,1,0,0,0
44.0,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950.0,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2
42.0,No,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093.0,9260,4,No,17,3,4,1,8,4,3,2,2,2,0
36.0,No,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980.0,15318,1,No,14,3,4,0,10,3,2,10,3,9,7
22.0,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894.0,9129,5,No,16,3,3,0,4,3,3,2,2,1,2
48.0,No,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051.0,19658,2,No,14,3,1,1,14,2,3,9,7,6,7
55.0,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835.0,9873,3,No,23,4,4,0,37,2,3,10,9,7,7
41.0,No,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230.0,13430,7,No,14,3,4,0,16,3,3,14,3,1,10
35.0,No,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717.0,18659,9,No,11,3,3,0,15,2,3,11,9,6,9
40.0,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237.0,20364,7,No,15,3,3,0,22,3,3,20,6,5,13
39.0,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755.0,17872,1,No,11,3,1,1,8,3,3,8,3,0,7
31.0,,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582.0,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5
42.0,No,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406.0,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8
45.0,No,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805.0,16177,0,No,19,3,2,1,9,3,4,8,7,3,7
26.0,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741.0,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0
29.0,,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262.0,22645,4,No,12,3,2,2,8,2,4,3,2,1,2
50.0,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184.0,22578,4,No,19,3,3,1,10,2,3,6,1,0,5
31.0,,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557.0,25291,9,No,21,4,3,1,10,3,2,5,4,0,1
18.0,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878.0,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0
40.0,No,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932.0,11373,3,No,15,3,3,1,20,2,3,1,0,0,1
41.0,No,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,5800.0,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7
26.0,No,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306.0,4267,5,No,12,3,1,2,8,5,3,0,0,0,0
35.0,,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859.0,6698,1,No,16,3,4,0,5,3,3,5,4,0,3
34.0,No,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337.0,19921,1,No,12,3,4,0,10,3,3,10,7,5,7
26.0,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340.0,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0
37.0,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491.0,23848,4,No,17,3,4,0,12,3,4,6,5,1,2
46.0,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527.0,8984,5,No,11,3,4,0,28,3,2,2,2,1,2
41.0,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595.0,5626,7,No,16,3,2,1,22,2,3,18,16,11,8
37.0,No,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834.0,24666,1,No,13,3,4,1,9,6,3,9,5,7,7
52.0,,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577.0,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9
32.0,Yes,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707.0,23914,8,No,12,3,4,0,6,2,3,4,2,1,2
24.0,No,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2591.0,5530,0,No,13,3,3,2,3,3,3,2,2,2,1
38.0,No,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824.0,22174,3,No,19,3,3,1,18,4,3,1,0,0,0
37.0,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447.0,15701,6,No,12,3,2,1,8,2,2,6,5,4,3
48.0,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502.0,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9
24.0,No,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725.0,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4
26.0,No,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272.0,7428,1,No,20,4,4,2,6,5,4,5,3,1,4
